review_id,pair_id,item_index,seed_index,seed,variant,expected_target_visible,expected_footprint_visible,prompt,video_path
c01_003_s00_12fd766fdb,v2_particle_dispersion_makeup_brush_a_pink_powder_cloud_blooms_upward_bright_244,3,0,52003,original,yes,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The makeup brush is clearly visible and contacts the compact of pink powder. After contact, a pink powder cloud is clearly visible.",experiments/method_probe/c02_discrete_factorial_gate_20260704_real_s10_f16_240x432/videos/003_v2-particle-dispersion-makeup-brush-a-pink-powder-cloud-blooms-upward-br_seed00_original_seed52003.mp4
c01_003_s00_2ad9fec83e,v2_particle_dispersion_makeup_brush_a_pink_powder_cloud_blooms_upward_bright_244,3,0,52003,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The makeup brush is clearly visible, but it is separated from the compact of pink powder and does not touch, strike, mark, press, disturb, or change it. There is no pink powder cloud.",experiments/method_probe/c02_discrete_factorial_gate_20260704_real_s10_f16_240x432/videos/003_v2-particle-dispersion-makeup-brush-a-pink-powder-cloud-blooms-upward-br_seed00_target_only_seed52003.mp4
c01_003_s00_6616974e89,v2_particle_dispersion_makeup_brush_a_pink_powder_cloud_blooms_upward_bright_244,3,0,52003,remove_target,no,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No makeup brush is present. No visible cause is present. The compact of pink powder stays clean and unchanged. There is no pink powder cloud.",experiments/method_probe/c02_discrete_factorial_gate_20260704_real_s10_f16_240x432/videos/003_v2-particle-dispersion-makeup-brush-a-pink-powder-cloud-blooms-upward-br_seed00_remove_target_seed52003.mp4
c01_003_s00_ea674e6e1e,v2_particle_dispersion_makeup_brush_a_pink_powder_cloud_blooms_upward_bright_244,3,0,52003,footprint_only,no,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No makeup brush is present and no visible cause appears in the frame. A pink powder cloud is clearly visible on the compact of pink powder. The scene otherwise stays the same.",experiments/method_probe/c02_discrete_factorial_gate_20260704_real_s10_f16_240x432/videos/003_v2-particle-dispersion-makeup-brush-a-pink-powder-cloud-blooms-upward-br_seed00_footprint_only_seed52003.mp4
c01_003_s01_32205425d3,v2_particle_dispersion_makeup_brush_a_pink_powder_cloud_blooms_upward_bright_244,3,1,52004,remove_target,no,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No makeup brush is present. No visible cause is present. The compact of pink powder stays clean and unchanged. There is no pink powder cloud.",experiments/method_probe/c02_discrete_factorial_gate_20260704_real_s10_f16_240x432/videos/003_v2-particle-dispersion-makeup-brush-a-pink-powder-cloud-blooms-upward-br_seed01_remove_target_seed52004.mp4
c01_003_s01_3a65c25887,v2_particle_dispersion_makeup_brush_a_pink_powder_cloud_blooms_upward_bright_244,3,1,52004,original,yes,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The makeup brush is clearly visible and contacts the compact of pink powder. After contact, a pink powder cloud is clearly visible.",experiments/method_probe/c02_discrete_factorial_gate_20260704_real_s10_f16_240x432/videos/003_v2-particle-dispersion-makeup-brush-a-pink-powder-cloud-blooms-upward-br_seed01_original_seed52004.mp4
c01_003_s01_68701c9aec,v2_particle_dispersion_makeup_brush_a_pink_powder_cloud_blooms_upward_bright_244,3,1,52004,footprint_only,no,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. No makeup brush is present and no visible cause appears in the frame. A pink powder cloud is clearly visible on the compact of pink powder. The scene otherwise stays the same.",experiments/method_probe/c02_discrete_factorial_gate_20260704_real_s10_f16_240x432/videos/003_v2-particle-dispersion-makeup-brush-a-pink-powder-cloud-blooms-upward-br_seed01_footprint_only_seed52004.mp4
c01_003_s01_90370b18f4,v2_particle_dispersion_makeup_brush_a_pink_powder_cloud_blooms_upward_bright_244,3,1,52004,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The makeup brush is clearly visible, but it is separated from the compact of pink powder and does not touch, strike, mark, press, disturb, or change it. There is no pink powder cloud.",experiments/method_probe/c02_discrete_factorial_gate_20260704_real_s10_f16_240x432/videos/003_v2-particle-dispersion-makeup-brush-a-pink-powder-cloud-blooms-upward-br_seed01_target_only_seed52004.mp4
c01_003_s02_194681227f,v2_particle_dispersion_makeup_brush_a_pink_powder_cloud_blooms_upward_bright_244,3,2,52005,target_only,yes,no,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The makeup brush is clearly visible, but it is separated from the compact of pink powder and does not touch, strike, mark, press, disturb, or change it. There is no pink powder cloud.",experiments/method_probe/c02_discrete_factorial_gate_20260704_real_s10_f16_240x432/videos/003_v2-particle-dispersion-makeup-brush-a-pink-powder-cloud-blooms-upward-br_seed02_target_only_seed52005.mp4
c01_003_s02_21ecfe59be,v2_particle_dispersion_makeup_brush_a_pink_powder_cloud_blooms_upward_bright_244,3,2,52005,original,yes,yes,"A realistic fixed-camera close-up video of the same simple scene. The background, camera framing, and surface stay consistent across the clip. The makeup brush is clearly visible and contacts the compact of pink powder. After contact, a pink powder cloud is clearly visible.",experiments/method_probe/c02_discrete_factorial_gate_20260704_real_s10_f16_240x432/videos/003_v2-particle-dispersion-makeup-brush-a-pink-powder-cloud-blooms-upward-br_seed02_original_seed52005.mp4
